,0
736,10753.888282349024
8674,-9616.5853632301
5971,31097.30156124643
1957,9096.769294825372
11075,7383.170601621729
6134,7390.167400222264
17847,7811.6320550158125
5118,4400.276310537691
200,6846.849959517351
2298,-1560.0518619186332
18766,-26792.73673573877
18507,872.2837200489485
5954,-17977.438286045817
16454,-19988.345161775505
11020,24071.839364429456
8359,9363.92664402855
14976,2544.3456794376143
3014,2084.555129635657
10978,-21282.438050238077
15571,7866.305804493291
18912,5079.658067842058
16453,-98.01781267208571
17306,-2058.360849704788
4577,1566.614678330705
11153,-8998.159293725636
8165,8704.776538800026
3077,-27719.069770844442
8178,-4080.0454181074856
12093,-11978.24355350279
19097,-24648.867728416888
3200,-5976.117287676397
15191,2685.005991144557
7074,236.9389217770522
115,-11600.56154089704
484,6144.886972062275
6369,12820.58885412545
18884,8828.849933890713
5207,7513.025444421197
936,-3947.848165523188
1261,28736.97104766172
17139,-9333.690946778068
8085,3465.3582653817584
12959,-8076.702761854875
1147,5481.252502633768
12268,-767.0041568519191
10049,-3247.9283763216954
13190,10292.554726552813
8239,-10515.14626550076
7716,4920.261445589113
385,2444.855687035234
12572,9072.7728741539
5843,5641.414964389156
5734,-13134.087783172567
960,-8013.904572505518
7983,8258.541246492634
1599,8144.083121962536
13846,13181.387463993313
8180,-9036.998359395446
3242,-5569.171880436144
11723,-1643.102307990208
13798,-1235.7227002402178
10342,-16329.981211903927
1321,-22545.071841642217
15443,28905.030823508492
6760,4743.957590602324
2495,-21441.950751762626
2393,-18311.6784358083
12454,16079.745491008729
4600,-8770.495471522227
9438,2236.864510091007
8008,12530.769294825372
8440,12812.139154739285
9066,-5525.065420304905
10168,-7601.667142961892
9814,12044.703671903098
5916,-5413.833161056056
18548,1035.4763986761536
11608,-5600.80233167579
11662,4141.820435190094
6788,24477.118622690654
16218,-18953.840519279023
6962,-6604.114165227475
13027,20591.305507138357
344,4402.910775878918
13106,-16158.062706352226
11897,-11103.786970420755
9626,8656.543266881708
11176,643.4093132121343
5170,-8971.855582744545
8496,6155.7545928901345
13062,-10247.85757349317
5826,-12416.768409911328
