,0
4800,-9938.376952442726
16818,-8584.129992591787
7326,1504.3613603843733
7152,20526.667624789097
7820,16728.59713229355
5893,2249.321410180264
15074,-207.982877171351
5995,-2167.5442773418035
12687,4501.730694691783
17998,116.26863945290916
17781,208.28757925646278
828,-3962.7049835439984
12552,2090.3613603843733
18735,-11217.592881611847
19235,-4828.910655160496
13362,-4786.958869488673
18782,-3570.9881901725676
5550,8846.998785262185
13901,35925.75899790209
3522,9116.252391673019
7749,243013.49209915142
971,-6162.734261724923
5764,-17673.641615466702
11251,-26513.034181318457
11097,-13717.995218014534
15480,4110.276676116755
18472,3613.0879564430006
8994,-13574.584690404226
13135,4906.11162046069
9400,2253.352709293693
2312,-5120.9165285563795
14442,4952.667624789097
13367,-3805.2832593425783
11517,4707.060462853769
13505,-11606.336682911686
2585,-7717.09440684881
4269,-1067.7124207435372
251,2135.9533834641734
8141,1619.8224313903665
322,16503.128758727362
11553,23385.718437457137
3784,778.1048826714286
10381,4697.174332712806
11054,-9750.855783174917
19112,-16309.520536957869
13876,-12319.573788240778
13327,-6140.888940381302
2414,-12941.851231258966
2129,-5670.821235037431
4510,-9812.935458501568
5380,-8209.967392520415
17606,13131.839611670464
12751,1773.7463215223434
9575,-13746.753447064111
9129,-9640.446685281406
467,-4160.656591820309
2065,-21783.169626677703
11550,10528.009434282623
9444,-6602.809029824424
10241,961.8371729091086
5466,7033.670642844309
9397,-8464.614278794066
10078,-9451.951133188984
9767,-24551.26213894286
5815,7723.304474312767
1768,-1371.6702811414434
1624,13208.966407949378
4816,9357.290864635135
11290,-6318.05600536348
9893,7730.46961875787
10654,-1731.8927029558108
8725,-1696.3736643198463
16174,-15210.954510000949
14266,11200.33310870971
11625,257.03260747958484
14586,4038.628883741141
1443,-2941.1984990559604
16137,9895.612721438982
17056,11572.137078213651
8785,-14795.415238721325
6765,6779.394220847727
7949,-2146.94512175234
9545,12008.507758555606
17782,-10588.538999149481
2910,-10836.39390731015
10113,3450.7572922688996
16947,832.2597350483011
7881,-12548.608198085465
8765,12685.328050059037
379,-10617.056135337018
11762,8172.2864094243705
16475,-14147.761883256895
13462,1940.5222097074766
7567,7332.574008510461
16728,50.30085973436417
13295,1630.5646110565176
5865,3471.9824799801972
9926,-4760.604564683178
7053,7.087956443000621
1807,-5308.0182051884585
15654,14279.983038435581
1427,-13854.233638895792
15827,-8775.686455816467
7806,1674.8233556783057
16678,-29357.211326274824
14091,2304.785860939155
8272,5005.667624789097
928,4817.10442845308
9818,8445.10400168621
718,8187.509170588823
35,-1827.5864385510831
2277,566.0667941857055
7142,20099.869715239336
13806,-8056.109205804409
59,-1743.9359497189726
16332,-7357.180703733076
16146,-7684.916579852379
12802,704.5907428445544
7771,-12319.573788240778
323,5659.648795282374
14834,42454.21071818932
2020,-4485.481322075768
12103,-5642.09429988567
2712,1342.6476943841953
