Unnamed: 0,0
73,-3048711.256165825
1,-3016.432432079371
2,8802.297326694736
3,-261.20997145908404
4,2329.692673574123
5,3013.8903065561317
6,9253.226017634752
7,1661.6705484022232
8,3090.1256558158943
9,2528.3704743244616
10,1138.8521607661628
11,-185.9085386605566
12,8041.370485288115
13,121812.54845988764
14,493.2300090723225
15,6071.673920819841
16,-2012.0876131927323
17,12601.388665978018
18,9350.454494219584
19,-8751.005441693362
20,12489.112979922653
21,2342.367239033538
22,12137.34560788598
23,32010.47368487218
24,4421.353886645525
25,17024.126593218378
26,6847.8044200965705
27,11167.138598735826
28,10011.281506475383
29,11245.781704340085
30,540.4496023977579
31,10337.326600304608
32,6953.318639519599
33,28713.272203843204
34,-6773.039856637313
35,-9087.194749826887
36,5510.07007838839
37,7851.775758526073
38,20273.288695231953
39,1126.8179449247896
40,11935.251719935655
41,8091.427812410622
42,19367.76140692535
43,17929.041302682206
44,2866.9945572143592
45,-6142.131001165105
74,483.1339641432588
60,10006.460567084076
61,6925.77697339085
62,10458.154471636932
63,6773.562199673735
75,257.08889173053944
76,5132.477865041274
72,-791.7746539296184
77,1132.2293370795442
78,-2349.0300722616
79,2351.808336435257
80,4182.340172966721
81,1733.7063807361633
82,-1172.321046227366
83,-910.1987338035484
84,-12610.038536636188
85,2073.413464165576
86,-11085.09382864784
87,-3458.954116959331
88,-1032.1532323947351
89,-1408.930061606149
90,-737.335080207874
91,392.2409656756445
66,1517.1010661110065
68,2140.864931505273
69,-992.7195868341728
