Unnamed: 0,0
71,-2999863.3499653535
1,3045.043249616226
2,12243.779348602477
3,-287.85948849754277
4,7504.80580958031
5,5283.606905765337
6,13145.859418686983
7,5643.932424271021
8,6825.440509909078
9,-1619.0506464964633
10,2798.0141843189613
11,4265.5174531387
12,13018.163065812309
13,127360.91126341486
14,6395.654988730283
15,10320.776066227723
16,-436.3650961232879
17,14349.266401983585
18,13849.53594444562
19,-3154.828063115402
20,11983.284029096994
21,6283.682582037692
22,8952.538945613629
23,32563.354949280576
24,8761.023172797099
25,16529.414910361214
26,7736.709637949907
27,14487.069471004055
28,12128.013802944828
29,11329.749321795454
30,2151.168209932136
31,14013.985682991835
32,6452.048911723786
33,31222.66404992096
34,-6033.322054022154
35,-3037.4410303448167
36,14392.057165682463
37,12049.268925616092
38,16724.820688953634
39,4186.360906817987
40,12956.884279349651
41,14118.42173585208
42,21900.427200184466
43,22298.558751263736
44,6518.21575592442
45,1296.842228370816
46,-12582.186675201308
47,-16715.386688387054
48,-10410.924653780488
49,-5060.528526659431
50,-9873.830157469956
51,-7420.168545046212
52,-3599.645080467336
53,-11724.643002497443
54,-2692.2701484509394
55,-2613.239421145119
56,-10158.379393758549
57,-9654.47488179278
58,-4401.2664263607
59,3806.558864492171
60,9224.09187891105
61,6084.520066162039
62,10929.836405056758
63,7578.47166001442
64,3099.2452129803414
65,2470.201994197582
72,-1087.654330750811
66,1497.023803816416
68,2033.03430424692
69,-852.3102749702805
