Unnamed: 0,0
0,-3034393.6098776255
1,3756.034365875352
2,13104.459819107346
3,1145.6787583536898
4,7885.623798306697
5,6307.938583695301
6,13072.394600176776
7,6524.801865830304
8,7969.194070011862
9,64.751806924618
10,2616.5409741260496
11,5411.469820741184
12,13426.78344528647
13,128481.03806139024
14,6605.445271346654
15,11151.26749010865
16,-535.1335717577495
17,15158.81761775804
18,13393.955347523268
19,-3026.1763129660926
20,11847.564822246088
21,6838.65421385805
22,11510.564247748534
23,33664.16972781037
24,8589.898747678337
25,16439.94995496273
26,7827.456705915571
27,15019.274791138883
28,12910.48356735182
29,11993.415614272584
30,3113.7203021641208
31,14841.0091487741
32,7132.070243986903
33,31255.942194147872
34,-4807.957891972113
35,-3363.0179534667777
36,14531.883486598725
37,12718.524283033948
38,17714.278734539832
39,4690.555360537082
40,14249.543074248017
41,14560.102515281327
42,21837.195444296507
43,24217.6768769611
44,7228.484018718615
45,1794.73003462604
46,-11782.920131903224
47,-16113.083722280386
48,-9200.308980962
49,-4259.190340874764
50,-9469.848560657658
51,-7238.247533729586
52,-4114.04008485594
53,-10946.221127772958
54,-2228.8215549738516
55,-2650.4660831640963
56,-9712.146050799349
57,-9615.85109162442
58,-4242.128123424585
59,4409.348459304857
60,9517.34102366603
61,6720.9148671395105
62,10995.46923565202
63,7545.00071489821
64,3588.797955803131
65,2747.306451031084
66,1512.949187331963
67,1700.5103977721042
68,1296.979023601681
69,-877.8788619685631
